282.00, 7
0.00, 262
60.00, 36
43.00, 6
41.60, 2
1.00, 12
283.00, 13
34.00, 11
219.00, 2
486.50, 3
59.50, 12
1280017.00, 4
49.92, 1
491.00, 21
58.00, 28
102999.00, 2
5.38, 1
13.50, 4
53.20, 1
67.77, 1
6574830.00, 2
280.00, 8
36.00, 8
3670534.00, 4
80.00, 3
232.00, 25
73.25, 5
1677161.00, 4
10.42, 1
23.50, 2
0.79, 1
16.60, 1
0.50, 4
74.25, 5
-13336863.00, 1
491.50, 5
104.00, 3
0.50, 1
0.59, 1
228.00, 22
7.50, 3
3712902.00, 4
206.00, 4
485.00, 7
21999.00, 2
3.50, 2
224.00, 14
95.00, 6
123.00, 8
74.01, 1
67.42, 1
7.00, 6
69.25, 12
74.96, 1
91.50, 1
3778870.00, 2
97.00, 1
55.50, 11
7.40, 1
0.89, 1
108789.75, 1
2137.00, 1
60140.00, 2
60.00, 32
92.53, 1
492.50, 5
3698654.00, 2
640.08, 1
0.72, 1
153.00, 2
533.12, 1
56.50, 14
122.00, 11
6.46, 1
0.99, 1
1.69, 1
236.00, 18
65.00, 2
1.00, 26
70.00, 10
-1851.12, 1
122.50, 27
70.50, 13
55.00, 3
32.00, 4
23999.00, 4
76.25, 2
855.52, 1
95682.55, 2
105999.00, 2
58.25, 1
77.00, 20
69.75, 5
79.25, 2
497.00, 4
68.25, 1
60.50, 3
0.88, 4
103999.00, 4
0.32, 1
212.50, 15
2.56, 1
489.00, 14
6.14, 1
202.00, 2
865.00, 2
7580509.00, 4
67.50, 1
422.00, 2
68.00, 5
9245192.00, 4
490.50, 11
68.50, 6
213.00, 24
40.37, 1
3718827.00, 4
20999.00, 6
582999.00, 2
38999.00, 2
160999.00, 2
71.50, 6
0.22, 1
15999.00, 10
57.00, 15
64.74, 1
12.50, 2
186.00, 3
281.50, 10
487.00, 19
9.00, 2
4.50, 4
211.00, 1
368.00, 3
71.07, 1
66.61, 1
1112.17, 1
486.00, 14
43.50, 2
98.00, 2
52999.00, 6
0.94, 3
71.00, 15
0.97, 1
24.50, 4
77.25, 8
35.00, 4
49.00, 2
63.25, 1
5.82, 1
55.17, 1
93.18, 1
0.96, 5
117.00, 2
260.00, 1
65.75, 2
15.00, 2
0.09, 1
58.50, 14
13.00, 2
74.00, 11
14530.00, 4
193.00, 2
771.00, 6
50.89, 1
121.50, 4
848.60, 1
27.80, 1
1057212.00, 6
55.25, 4
68.75, 3
57.50, 5
108.00, 1
124.00, 5
210.00, 2
0.97, 1
29999.00, 4
31999.00, 3
69.50, 8
0.06, 2
46.85, 1
93.46, 1
19999.00, 2
0.90, 3
7.60, 1
33999.00, 2
10.50, 2
5.00, 4
339999.00, 2
25.00, 1
2165.79, 1
6.59, 1
24.94, 1
-7080314.00, 1
241172.47, 2
50.90, 1
6.00, 1
12.00, 6
493.00, 4
68.73, 1
282.50, 14
96.00, 2
67.92, 1
220.00, 8
70.25, 12
2.01, 1
328999.00, 2
69.00, 9
68.60, 2
0.92, 2
155999.00, 2
3.78, 2
47.90, 1
210.50, 1
11.00, 8
67.48, 1
0.93, 1
46999.00, 2
9150700.00, 4
89.00, 3
78.75, 1
119275.52, 2
641999.00, 2
284.00, 1
1060291.00, 3
589999.00, 2
1273.20, 1
37.00, 4
2.00, 4
59.00, 7
147999.00, 2
488.00, 13
0.93, 1
0.89, 1
64.00, 2
4.10, 1
1530758.00, 4
9.15, 1
279.00, 2
51999.00, 2
0.13, 1
885.00, 2
183500.78, 2
302776.31, 2
75.23, 1
424.00, 1
272.00, 1
0.79, 1
213.50, 4
62.00, 2
0.95, 5
212.00, 8
12.70, 2
244.00, 3
663.36, 1
76.00, 4
191999.00, 2
75.75, 1
47.50, 1
420.00, 2
47999.00, 2
25999.00, 9
316.00, 1
72.01, 1
484.00, 7
184.00, 1
72.75, 3
1.74, 1
117964.80, 2
2594393.00, 2
-0.11, 1
72.25, 6
72.00, 9
11.26, 1
142868.47, 2
490.00, 16
28.50, 2
70.75, 11
112721.91, 1
100.00, 2
786.52, 1
417.00, 2
88.87, 1
51.35, 1
392999.00, 2
71.25, 8
62.50, 2
114.00, 2
64.93, 1
28.00, 7
132.00, 1
196.00, 1
-10714200.00, 1
535.00, 2
8.77, 1
119.59, 1
0.39, 1
379999.00, 2
198.00, 1
0.06, 1
2647416.00, 2
24.97, 1
204.00, 3
1.86, 2
113999.00, 2
1748367.00, 2
982.36, 1
3.14, 1
0.91, 2
2.50, 3
55.40, 1
492.00, 7
67.00, 2
120.25, 1
8044955.00, 4
5.63, 1
83.00, 1
341999.00, 2
281.00, 4
0.60, 1
66.62, 1
6.08, 1
82.75, 1
86.75, 2
0.75, 1
66.85, 1
0.92, 2
34.48, 1
356.00, 1
63.50, 2
45.80, 1
93061.12, 2
43.40, 1
2148.80, 1
39.11, 1
75.25, 1
10.18, 1
259999.00, 2
360.00, 1
448.00, 2
639.88, 1
7999.00, 2
642.64, 1
162999.00, 2
331999.00, 2
279.50, 1
166.22, 1
19898.99, 1
78.08, 1
67.50, 1
68.48, 1
66.50, 2
221.00, 2
220200.95, 2
666999.00, 2
71.75, 7
4.00, 4
1.92, 2
240.00, 2
70.59, 1
39.00, 2
2500079.00, 4
800.00, 1
48.49, 1
9675719.00, 2
0.99, 1
58.75, 1
60.10, 1
56.00, 3
8668230.00, 2
47.21, 1
211.50, 1
396.00, 1
1637764.00, 2
241664.00, 1
38.20, 1
0.65, 1
1.15, 2
62.25, 1
76.75, 2
483.00, 2
2.88, 1
554434.50, 2
1116.00, 1
31.00, 2
479.00, 2
75.93, 2
105.70, 1
48.40, 1
66.75, 3
0.94, 1
528.00, 1
67.75, 6
42.21, 1
877.00, 2
66.63, 1
92.90, 1
7975981.00, 2
52.99, 1
68.27, 1
181.00, 2
1347432.00, 4
118.55, 1
66.25, 2
457.04, 1
49.99, 1
29.00, 4
0.05, 1
78.00, 4
489.50, 4
61.50, 1
22.44, 1
49.30, 1
6.21, 1
0.07, 1
167999.00, 2
0.22, 1
2.82, 1
140.00, 2
33.50, 1
3.00, 3
180.00, 1
195.00, 2
1.74, 1
26999.00, 2
73.50, 2
87.50, 1
74.03, 1
74.50, 1
68.54, 1
0.08, 1
33.00, 2
6.27, 1
283.50, 3
48.60, 1
1678665.00, 2
27999.00, 2
2365172.00, 2
83.92, 1
293601.25, 2
136.00, 1
2301.26, 1
63.00, 2
68.06, 1
2.62, 3
11.07, 1
66.12, 1
51.00, 3
21.00, 2
89.75, 1
0.03, 1
72.26, 1
0.13, 1
600.00, 1
67.25, 3
0.90, 1
9.34, 1
446.00, 2
73.75, 2
641.92, 1
848.76, 1
876.00, 1
27381.74, 1
70.03, 1
504.00, 1
30.00, 4
74.85, 1
0.96, 1
-4.00, 1
0.99, 2
384999.00, 2
44.67, 1
28.82, 1
123.50, 2
52.40, 1
16.50, 3
129.20, 1
153.09, 1
6.50, 3
64.75, 2
170999.00, 2
72.13, 1
120.00, 2
8.45, 1
485.50, 1
83.75, 2
72.00, 1
53.00, 1
0.55, 1
1150.68, 1
348.00, 1
8.50, 3
66.21, 1
0.03, 1
344999.00, 2
64.25, 1
17.00, 1
0.85, 3
34.49, 1
64.84, 1
43.38, 1
73.00, 4
83.91, 1
66.54, 1
20.86, 1
6.30, 1
44.00, 4
81.75, 1
2.25, 1
1012.52, 1
1611.25, 1
538.00, 2
804.10, 1
31.50, 2
-0.10, 1
39.10, 1
1046.24, 1
0.98, 2
6.72, 1
25.00, 2
63.76, 1
0.01, 1
6.83, 1
66.00, 1
44999.00, 2
68.92, 1
59.90, 1
145999.00, 2
92.00, 3
10.56, 1
2.69, 1
79.37, 1
0.81, 1
3727360.00, 1
64.27, 1
1.73, 1
10.50, 1
19.00, 2
78.89, 1
41.38, 1
12.77, 1
554.00, 2
37.20, 1
94.75, 1
144.00, 3
0.57, 1
822.84, 1
26.50, 2
6.40, 1
133693.42, 2
0.86, 1
0.50, 1
146.00, 2
86.00, 3
787.16, 1
67.85, 1
23.50, 1
0.69, 1
676.00, 1
72.50, 1
67.58, 1
0.75, 2
1411.00, 1
79.60, 1
75.50, 1
0.98, 1
-4.50, 1
78.10, 1
22.00, 2
216.00, 1
4.02, 1
76.20, 2
49.39, 1
64.40, 1
87.75, 1
822.08, 1
3.39, 3
158999.00, 2
14.21, 1
1136.00, 1
2.43, 2
855.16, 1
456.52, 1
3.01, 2
4895200.00, 1
68.30, 1
81.68, 1
66.81, 1
332.00, 1
1251.48, 1
91.00, 1
69.23, 1
278.50, 1
67.46, 1
2.94, 1
90.75, 1
61.00, 2
34999.00, 2
0.02, 1
65.45, 1
300.00, 1
0.58, 1
8.00, 2
811.50, 1
1377.90, 1
51.50, 1
69.71, 1
111.50, 1
0.93, 1
477.00, 1
1150.64, 1
119.45, 1
86.30, 1
91.75, 1
24.00, 2
20.00, 1
67.48, 1
78.25, 1
0.92, 1
0.83, 1
487.50, 2
67.27, 1
461.00, 2
1.34, 1
860.00, 1
639.44, 1
0.77, 1
7.90, 1
3707.62, 1
9.86, 1
189.00, 1
526.12, 1
65.70, 1
162.69, 1
1045.56, 1
472.00, 1
639.76, 1
23.20, 1
94.50, 1
85.75, 1
304.00, 1
41.38, 1
53.01, 1
77.75, 1
59.25, 1
57.80, 1
78.23, 1
17.50, 1
1409.00, 1
16.20, 1
68.27, 1
80.75, 1
6.34, 1
352.00, 1
53.02, 1
30.20, 1
43.62, 1
154.70, 1
94.00, 1
1250.64, 1
280.50, 1
0.89, 1
