28.00, 7
32.00, 8
15.00, 2
0.00, 955
220.00, 14
0.93, 4
69.75, 9
22.40, 1
665.72, 1
1.00, 381
39.50, 1
76.75, 4
160999.00, 2
44.00, 5
59.00, 6
0.51, 1
67.54, 1
0.96, 2
105.00, 2
202.00, 5
85.75, 1
972.60, 1
482.00, 9
95.00, 6
118.55, 1
12999.00, 2
49.00, 2
58.00, 26
58.50, 22
1999.00, 2
60.00, 29
60.00, 38
43.00, 2
73.00, 5
2.94, 1
278.00, 25
76.00, 5
8.50, 5
216.00, 66
79.25, 2
3704887.00, 2
70.25, 23
1051.52, 1
4.03, 1
71.00, 23
186.00, 2
72.75, 4
156.00, 1
3676718.00, 4
208.50, 11
51.96, 1
666999.00, 2
119.50, 4
484.00, 14
91.50, 1
70.00, 15
62.50, 4
4.10, 1
60.50, 1
38999.00, 6
478.00, 15
103.00, 2
275.00, 1
37.00, 6
-10625500.00, 1
483.00, 14
120.50, 27
68.50, 4
1.00, 29
247999.00, 2
12.50, 3
84.00, 1
2367167.00, 2
7986873.00, 2
60.10, 4
555745.25, 2
155.39, 1
209.50, 13
86.00, 3
57.00, 12
158999.00, 2
479.00, 20
614999.00, 2
204.00, 3
0.95, 4
56.50, 8
10.50, 4
302776.31, 2
44.27, 1
11.00, 12
37.60, 1
2310.75, 1
66.60, 1
24999.00, 4
16.50, 3
209.00, 26
228.00, 4
3734294.00, 4
0.64, 2
67.90, 1
120.00, 16
51.21, 1
77.25, 9
220200.95, 2
-1851.12, 1
106999.00, 6
475.00, 19
0.90, 1
69.25, 7
77.00, 19
0.06, 1
36.00, 15
1281436.00, 4
91.75, 1
34999.00, 2
21999.00, 2
3.00, 5
33999.00, 2
4895200.00, 1
43.61, 1
186999.00, 2
8.58, 1
108.00, 1
21.00, 2
3723478.00, 4
74.25, 5
67.75, 4
8677872.00, 2
133693.42, 2
59.50, 9
277.00, 7
294911.97, 2
87.75, 1
380999.00, 4
2.88, 1
7.70, 2
62.00, 3
121.00, 4
476.00, 5
57.50, 9
162999.00, 2
0.03, 1
90.50, 1
0.86, 1
0.89, 1
426.00, 2
7590688.00, 4
68.48, 1
167999.00, 2
65.25, 1
83.25, 1
113999.00, 2
9698281.00, 2
499.00, 4
2649132.00, 2
1059045.00, 6
22999.00, 4
481.50, 3
1.88, 1
278.50, 5
69.09, 1
58.25, 1
67.25, 3
9.00, 2
146.00, 2
47999.00, 2
71.25, 7
34.00, 2
86.75, 2
55.25, 3
0.89, 2
31.00, 2
68.53, 1
2.67, 1
64.25, 2
500.00, 1
2501633.00, 4
63.50, 4
35.00, 4
70.71, 1
67.25, 1
480.00, 9
1052.44, 1
69.00, 10
2179.56, 1
54.00, 2
520.89, 1
1640130.00, 2
155999.00, 2
208.00, 10
25.13, 1
14530.00, 4
47.05, 1
94.75, 2
611999.00, 2
74.00, 10
200.00, 2
800.00, 2
11.50, 2
69.50, 7
70.75, 8
92999.00, 4
277.50, 10
66.82, 1
481.00, 14
1349580.00, 4
61.00, 3
42.50, 2
96.00, 3
16.40, 1
477.00, 9
55.50, 9
45.10, 1
483.50, 6
442.00, 2
59.90, 4
477.50, 2
68.75, 4
13.50, 4
50.00, 2
68.25, 3
7.60, 1
5.82, 1
