60.50, 2
0.00, 953
58.00, 25
1.00, 383
69.08, 1
480.00, 15
72.75, 6
204.00, 2
477.00, 6
149.92, 1
68.75, 4
74.00, 12
1.00, 27
14.85, 1
209.00, 21
0.72, 1
74.50, 2
962.60, 1
167999.00, 3
71.20, 2
4.00, 7
228.00, 14
53.50, 2
278.50, 6
121.00, 5
456.00, 3
500.00, 1
197.00, 1
69.50, 7
70.25, 18
483.00, 13
70.00, 22
870.00, 2
58.50, 21
479.00, 24
55.50, 8
3783573.00, 2
32.00, 8
57.00, 12
481.00, 16
25.38, 1
120.00, 16
68.50, 4
39999.00, 2
72.25, 4
481.50, 3
69.75, 8
85.30, 1
168999.00, 2
224.00, 41
482.00, 11
3734320.00, 4
35.00, 8
70.75, 6
277.00, 7
23999.00, 6
12.00, 2
73.25, 8
483.50, 8
60.00, 29
120.50, 28
552.00, 2
9.00, 3
72.50, 3
216.00, 10
480.50, 1
28.00, 7
36.77, 1
6.00, 8
1059048.00, 6
499.00, 6
208.00, 6
71.25, 10
3.50, 3
459.00, 2
278.00, 23
71.50, 4
68.48, 1
60.10, 3
241172.47, 2
3676728.00, 4
11.00, 13
14530.00, 4
1660.00, 1
277.50, 13
56.50, 11
77.25, 8
184999.00, 2
8.50, 4
395999.00, 2
8.00, 5
8054034.00, 2
0.92, 2
999.00, 6
59.90, 5
372.00, 1
43.00, 2
180.00, 1
153.00, 2
60.00, 37
275.00, 2
69.25, 8
57.47, 1
26999.00, 2
61.50, 4
5.00, 2
5.50, 5
46.50, 2
9.50, 5
0.92, 3
280.00, 1
92.25, 1
49.00, 3
68.19, 1
344.00, 2
79.24, 1
666999.00, 2
101999.00, 4
7590701.00, 4
95.00, 6
0.23, 1
478.00, 20
484.00, 7
102.43, 1
79.25, 2
64.00, 5
422.00, 2
220.00, 35
200.00, 1
37.00, 6
8.32, 2
77.00, 21
31999.00, 7
472.00, 1
0.79, 3
113999.00, 2
1285.68, 1
65.38, 1
71.00, 18
44.12, 1
68.25, 3
4895200.00, 1
275.50, 4
43.50, 2
70.50, 8
78.17, 1
418.80, 1
67.38, 1
86.00, 3
209.50, 16
446.00, 2
40.50, 1
210.00, 5
516.46, 1
781.00, 2
2.88, 1
206.00, 2
66.50, 2
8.77, 2
31.00, 4
0.64, 3
92.00, 3
69.00, 7
9172873.00, 3
14.00, 3
57.50, 8
18.50, 2
3739648.00, 1
64.50, 2
100.00, 7
50.50, 1
161999.00, 4
482.50, 11
0.99, 1
2501635.00, 4
3723489.00, 4
2649134.00, 2
30.21, 1
3.07, 1
0.98, 1
888.00, 4
53.20, 1
475.00, 9
1.88, 1
27999.00, 4
73.75, 2
352.00, 2
76.75, 3
386999.00, 1
194.00, 1
1688.00, 1
3704897.00, 2
7999.00, 2
2.14, 1
213.00, 2
111.50, 1
4.54, 2
52.99, 1
4.80, 2
40.00, 4
1274.50, 1
55.00, 3
478.50, 1
44.00, 4
144.00, 3
0.03, 1
1349584.00, 4
114032.63, 1
7.55, 2
476.50, 1
69.09, 1
17999.00, 2
0.01, 1
89.75, 1
30.60, 1
8677885.00, 2
45.50, 1
5.89, 1
980.91, 1
26.00, 2
17.50, 4
492.00, 1
34.00, 4
63.50, 2
119.62, 1
692.00, 1
4.48, 2
3.65, 1
276.50, 2
1531972.00, 4
56.00, 3
117.55, 1
71.75, 4
1266.84, 1
1640133.00, 2
46999.00, 3
6.50, 4
1281438.00, 4
19.50, 1
72.00, 6
47999.00, 2
1677200.00, 4
208.50, 7
33.00, 2
43.42, 1
119275.52, 2
72.06, 1
73.50, 3
94371.84, 2
95.50, 1
0.80, 1
294911.97, 2
103999.00, 2
51.06, 1
0.95, 5
1790444.00, 2
1.72, 1
80.75, 1
135.00, 2
2.41, 1
271.00, 1
4.29, 2
544.00, 1
65.82, 1
82.75, 1
30999.00, 3
59.50, 11
17.79, 1
0.03, 1
53.60, 1
66.60, 1
158999.00, 3
148999.00, 2
3.97, 1
44.64, 1
65.25, 1
50.00, 3
0.04, 1
274.50, 1
89.00, 3
2179.56, 1
72.01, 1
0.96, 4
72.93, 1
39.28, 1
207.50, 1
120.25, 1
8.58, 2
68.00, 4
183500.78, 2
14.72, 1
302776.31, 2
41.00, 2
428.00, 2
68.50, 1
119.46, 1
133693.42, 2
49.79, 1
9283064.00, 4
123.00, 2
0.01, 1
15.04, 1
128.00, 1
55.25, 3
15999.00, 4
1267.52, 1
24.65, 1
-5.00, 1
119.50, 4
12.50, 3
6600261.00, 2
1284.96, 1
21999.00, 4
34999.00, 2
47.90, 1
17.00, 2
1053.20, 1
67.81, 1
63.75, 1
-13327500.00, 1
-1851.12, 1
212.00, 7
154999.00, 1
80.92, 1
220200.95, 2
15.00, 2
53.26, 1
40999.00, 2
276.00, 3
48.90, 1
467.00, 2
67.46, 1
476.00, 4
57.90, 1
67.25, 1
474.00, 2
129.30, 1
62.00, 2
2367170.00, 2
83.00, 2
2596160.00, 2
66.75, 1
49.99, 1
43.76, 1
324999.00, 2
59.25, 1
146.00, 2
47.00, 1
5.31, 1
63.60, 1
8054039.00, 2
1403.00, 1
29.00, 2
96.00, 2
94999.00, 4
68.53, 1
0.93, 4
321999.00, 2
591999.00, 2
1038.84, 1
124.00, 4
50.93, 1
554.00, 2
58.75, 1
13.50, 6
241664.00, 1
76.00, 5
9.20, 1
80.00, 2
982.88, 1
70.80, 2
1062138.00, 3
36.00, 8
3.00, 4
436.00, 1
67.62, 2
72.08, 1
59.00, 3
7.17, 1
73.00, 4
43999.00, 2
10.50, 2
83.94, 1
66.00, 1
39.10, 1
92.44, 1
18.05, 1
0.90, 1
10.05, 1
0.90, 1
555745.25, 2
0.02, 1
67.71, 1
62.50, 3
78.00, 2
14999.00, 2
207.00, 1
96999.00, 2
61.10, 1
132.00, 1
67.25, 2
5.06, 1
1404.00, 1
5.76, 1
91.50, 1
113.00, 2
108.00, 2
1712.00, 1
94.75, 2
67.75, 2
844.76, 1
41.50, 2
1168.00, 1
66.85, 2
30.00, 2
67.90, 1
63.00, 2
3.84, 3
3.48, 1
215.00, 1
0.03, 1
43.46, 1
70.08, 1
189.00, 1
0.98, 1
5.25, 2
18.24, 1
0.89, 3
83.75, 1
70.71, 1
10.00, 2
963.00, 1
92999.00, 2
21.00, 2
67.00, 2
572.00, 1
12.77, 1
74.40, 1
76.25, 1
38.00, 2
42.24, 1
83.95, 1
36.76, 1
639999.00, 2
6.46, 1
272.00, 1
1999.00, 2
70.71, 1
27554.99, 1
597999.00, 2
300.00, 2
75.92, 2
348.00, 1
67.94, 1
0.86, 1
87.30, 1
80.04, 1
848.00, 1
58.25, 1
221.00, 3
219.00, 2
0.97, 1
0.58, 1
198.00, 2
184.00, 2
0.87, 1
52.50, 1
13.76, 1
66.77, 1
95682.55, 2
3.20, 1
160.20, 1
440.00, 1
52999.00, 1
2.40, 1
91.75, 1
76.22, 1
53.00, 4
373999.00, 2
7986887.00, 2
324.00, 1
540.00, 2
93.28, 1
0.50, 1
0.96, 2
74.25, 2
41999.00, 2
1116.00, 1
382999.00, 2
374999.00, 3
-0.03, 1
1379.40, 1
1.71, 1
24.00, 2
404.00, 1
144179.19, 2
5.44, 1
0.95, 1
67.50, 4
0.86, 2
71.83, 1
119.00, 1
845.68, 1
0.07, 1
338.32, 1
804.50, 1
125.00, 2
42.50, 2
328.00, 1
105.00, 2
7.49, 1
147999.00, 1
666.72, 2
69.76, 1
66.25, 2
75.50, 1
79.36, 1
18.00, 2
5.12, 1
2318.90, 1
-0.11, 1
44.12, 1
6.02, 1
10.75, 1
49.90, 1
1094.75, 1
595.00, 1
61.00, 1
46.85, 1
0.98, 1
105.70, 1
75.49, 1
199.00, 2
67.52, 1
0.68, 1
4.93, 1
9172863.00, 1
62.30, 1
8.64, 1
6.83, 1
72.90, 1
756.00, 2
66.23, 1
22999.00, 2
3.75, 1
32999.00, 2
67.54, 1
3.40, 1
45.42, 1
81.75, 1
0.06, 1
91.00, 2
2139.20, 1
154.30, 1
17.66, 1
9.47, 1
15.90, 1
1038.08, 1
91.50, 1
50.40, 1
24.94, 1
24999.00, 2
9698323.00, 2
5.38, 1
238999.00, 2
786.00, 2
202.00, 2
38.20, 1
60140.00, 2
379999.00, 2
2.05, 1
1108.42, 1
14.50, 1
86.75, 2
3.78, 1
83.25, 1
16.20, 1
87.75, 1
3.90, 1
0.77, 1
94.00, 1
153.34, 1
700.00, 1
0.01, 1
72.13, 1
13.40, 1
2151.00, 1
656.00, 1
72.30, 1
50.80, 1
-7080078.00, 1
6.10, 1
32.50, 2
117964.80, 2
1.98, 1
9.41, 1
338.64, 1
0.10, 1
71.06, 1
66.27, 1
0.47, 1
51.21, 1
1.92, 1
0.66, 1
67.50, 1
11.50, 1
66.43, 1
-10625400.00, 1
24.97, 1
85.75, 1
19.00, 1
90.75, 1
25.37, 1
485.00, 1
477.50, 1
0.24, 1
149.48, 1
1680555.00, 2
0.50, 1
78.14, 1
1.66, 1
-0.11, 1
1.28, 1
67.12, 1
64.25, 1
67.17, 1
0.70, 1
193.00, 1
8.70, 1
1.86, 1
77.11, 1
4.16, 1
136.00, 1
4.99, 1
74.75, 1
50.96, 1
0.85, 2
38999.00, 2
0.99, 2
10.62, 1
475.50, 1
7.00, 1
162.18, 1
79.66, 1
14.14, 1
260.00, 1
108789.75, 1
117.00, 1
1052.52, 1
20.68, 1
4.35, 1
48.41, 1
72.91, 1
75.25, 1
0.66, 1
811.90, 1
-5.70, 1
26.60, 1
99.12, 1
68.08, 1
52.86, 1
0.97, 1
0.89, 1
419.76, 1
78.25, 1
42.21, 1
0.90, 1
0.13, 1
39.50, 1
904.00, 1
68.85, 1
20266.12, 1
2312.12, 1
7.10, 1
