600, 755, 269, 486, 0.36
1200, 755, 299, 456, 0.40
1800, 755, 306, 449, 0.41
2400, 755, 310, 445, 0.41
3000, 755, 310, 445, 0.41
3600, 755, 311, 444, 0.41
4200, 755, 311, 444, 0.41
4800, 755, 313, 442, 0.41
5400, 755, 313, 442, 0.41
6000, 755, 315, 440, 0.42
6600, 755, 317, 438, 0.42
7200, 755, 321, 434, 0.43
