600, 755, 269, 486
1200, 755, 298, 457
1800, 755, 305, 450
2400, 755, 309, 446
3000, 755, 309, 446
3600, 755, 310, 445
4200, 755, 310, 445
4800, 755, 312, 443
5400, 755, 312, 443
6000, 755, 314, 441
6600, 755, 316, 439
7200, 755, 320, 435
7800, 755, 323, 432
8400, 755, 323, 432
9000, 755, 331, 424
9600, 755, 331, 424
10200, 755, 331, 424
